frame,id,cx,cy,conf,x1,y1,x2,y2
94,22,604,422,0.639,576,359,632,485
94,30,1850,439,0.566,1814,361,1885,516
94,24,1135,247,0.548,1111,186,1159,308
94,1,228,1026,0.518,178,975,277,1078
94,7,752,266,0.505,726,198,777,335
94,46,1796,325,0.466,1763,245,1830,405
94,44,935,127,0.456,912,62,957,191
94,17,378,550,0.454,337,475,418,625
94,23,1023,332,0.437,995,256,1051,407
94,52,1728,775,0.436,1711,718,1745,833
94,20,817,110,0.412,797,46,837,173
94,53,478,562,0.41,449,496,506,629
94,16,111,172,0.4,86,112,136,233
94,25,1683,124,0.356,1660,69,1706,179
95,47,1231,934,0.888,1183,832,1280,1037
95,5,1092,598,0.844,1053,507,1131,689
95,3,1093,973,0.843,1043,871,1144,1075
95,42,1036,818,0.831,1006,727,1065,910
95,8,165,926,0.826,112,828,218,1024
95,9,945,441,0.807,910,359,979,523
95,4,1717,980,0.801,1662,886,1772,1073
95,51,718,992,0.778,673,906,764,1078
95,48,50,634,0.758,6,535,94,733
95,13,596,546,0.731,561,466,631,626
95,2,720,365,0.704,691,287,750,444
95,31,1684,451,0.7,1648,367,1721,534
95,6,1202,325,0.688,1175,266,1229,384
95,14,1690,813,0.681,1654,723,1726,904
95,30,1854,436,0.656,1816,356,1893,517
95,7,752,264,0.556,726,195,778,333
95,22,604,424,0.544,575,359,632,489
95,24,1136,248,0.521,1111,187,1160,308
95,23,1023,332,0.505,994,256,1051,408
95,46,1797,325,0.504,1763,244,1832,406
95,52,1732,776,0.49,1715,719,1749,834
95,44,934,127,0.477,912,63,957,192
95,17,377,550,0.465,337,475,416,624
95,16,111,172,0.452,86,111,135,233
95,20,817,109,0.423,797,45,836,172
95,53,477,563,0.394,448,496,506,629
95,25,1683,125,0.373,1660,71,1707,179
95,43,204,101,0.308,179,48,228,153
96,47,1232,932,0.894,1184,826,1280,1037
96,3,1090,976,0.859,1041,874,1138,1077
96,5,1092,594,0.841,1053,503,1130,686
96,9,946,444,0.819,911,363,980,524
96,42,1036,817,0.803,1007,725,1065,908
96,4,1718,985,0.792,1663,893,1774,1078
96,8,163,929,0.788,110,831,215,1027
96,51,719,989,0.766,675,901,763,1078
96,13,595,546,0.747,559,467,631,626
96,2,720,362,0.723,690,285,749,439
96,48,52,639,0.708,10,546,95,733
96,31,1683,450,0.696,1648,365,1717,535
96,14,1701,814,0.678,1657,725,1746,903
96,6,1201,324,0.661,1173,265,1228,384
96,30,1859,436,0.627,1818,354,1899,517
96,7,752,261,0.609,724,192,781,329
96,22,604,425,0.596,575,361,633,489
96,1,230,1028,0.489,182,977,279,1079
96,44,934,128,0.484,912,64,957,192
96,46,1799,328,0.482,1766,248,1832,407
96,24,1136,248,0.467,1112,188,1160,309
96,17,369,549,0.465,337,475,401,624
96,16,111,172,0.458,86,112,135,233
96,23,1018,337,0.429,984,259,1052,415
96,20,817,108,0.42,797,45,837,171
96,53,476,563,0.401,446,496,506,629
96,25,1683,127,0.329,1660,74,1707,180
96,29,425,577,0.317,390,499,460,654
96,45,1401,101,0.305,1383,35,1418,167
96,43,203,100,0.301,183,48,223,152
97,47,1232,930,0.898,1185,823,1280,1037
97,3,1085,976,0.875,1041,875,1130,1077
97,5,1090,591,0.84,1052,500,1129,681
97,9,946,445,0.84,911,365,982,525
97,4,1719,988,0.836,1664,899,1775,1077
97,42,1036,811,0.811,1007,721,1065,902
97,14,1708,814,0.798,1661,726,1756,902
97,51,719,986,0.787,675,895,763,1077
97,31,1680,447,0.76,1645,361,1714,533
97,8,160,934,0.738,109,834,211,1034
97,2,720,360,0.716,690,283,750,438
97,13,595,547,0.705,558,470,631,625
97,7,753,259,0.675,724,191,781,327
97,6,1201,324,0.652,1171,263,1230,385
97,30,1861,436,0.64,1820,353,1902,518
97,22,603,427,0.615,575,363,631,491
97,23,1016,342,0.581,982,261,1050,423
97,48,55,638,0.539,12,544,98,732
97,46,1801,329,0.527,1769,250,1833,408
97,1,230,1028,0.511,180,978,280,1078
97,24,1137,250,0.491,1112,190,1162,310
97,16,110,172,0.461,86,111,135,233
97,17,370,549,0.441,337,475,403,624
97,20,818,108,0.422,798,46,837,170
97,44,934,128,0.415,913,64,956,192
97,12,729,99,0.388,705,36,754,162
97,43,205,99,0.358,184,47,226,151
97,53,475,563,0.356,443,497,506,629
97,25,1684,127,0.317,1660,74,1708,181
98,47,1232,922,0.897,1186,812,1278,1033
98,5,1091,581,0.855,1053,493,1129,669
98,8,156,941,0.849,107,844,204,1038
98,9,947,445,0.849,912,367,983,524
98,3,1079,981,0.828,1038,884,1120,1078
98,31,1675,439,0.828,1642,354,1708,524
98,48,67,648,0.819,16,562,118,734
98,51,718,982,0.796,674,886,763,1078
98,13,595,551,0.764,556,472,634,630
98,42,1035,803,0.749,1007,712,1064,893
98,22,602,430,0.741,571,367,633,493
98,14,1711,827,0.718,1664,739,1757,916
98,4,1722,994,0.715,1667,911,1777,1077
98,7,753,258,0.704,723,190,782,326
98,23,1017,348,0.697,984,266,1050,430
98,2,720,361,0.683,690,280,751,441
98,6,1201,322,0.678,1171,258,1232,386
98,46,1799,330,0.589,1765,252,1834,408
98,30,1864,440,0.581,1822,361,1906,518
98,24,1137,250,0.534,1111,191,1162,309
98,44,936,129,0.501,913,67,959,191
98,17,370,550,0.499,336,475,403,626
98,1,233,1030,0.497,184,982,283,1078
98,16,110,172,0.475,85,111,136,232
98,20,817,108,0.422,798,46,837,170
98,12,730,96,0.386,707,33,753,159
98,53,475,563,0.359,443,496,506,629
98,43,211,99,0.337,187,46,235,151
98,29,427,582,0.302,394,509,461,654
99,47,1232,916,0.888,1186,808,1278,1024
99,5,1091,576,0.872,1052,490,1130,661
99,8,155,952,0.867,107,849,203,1056
99,3,1076,982,0.845,1036,887,1117,1077
99,9,947,446,0.845,912,368,983,523
99,31,1673,435,0.843,1639,351,1706,518
99,51,717,979,0.841,673,880,761,1078
99,48,72,655,0.835,19,568,126,743
99,42,1036,795,0.797,1007,706,1065,884
99,13,595,556,0.78,554,473,637,639
99,22,602,431,0.743,571,368,634,495
99,23,1015,350,0.743,982,270,1048,431
99,6,1202,321,0.718,1171,257,1232,386
99,4,1724,997,0.715,1669,917,1779,1077
99,7,752,257,0.687,722,189,782,325
99,14,1714,835,0.685,1667,742,1761,929
99,46,1800,332,0.641,1765,254,1836,409
99,2,719,358,0.64,690,279,749,437
99,24,1137,250,0.583,1111,192,1162,309
99,44,936,130,0.57,913,68,960,192
99,17,370,550,0.517,337,474,402,625
99,1,219,1031,0.51,185,984,253,1078
99,16,110,172,0.509,85,111,136,232
99,30,1865,443,0.474,1823,366,1908,519
99,20,817,108,0.436,798,46,837,170
99,53,475,563,0.427,444,496,506,629
99,12,730,95,0.385,707,31,753,159
99,45,1400,101,0.361,1382,35,1418,167
99,29,427,582,0.347,394,509,461,654
99,25,1689,127,0.343,1662,70,1717,183
99,43,218,98,0.342,191,46,244,151
99,18,880,112,0.321,859,53,901,172
99,50,1900,262,0.317,1880,206,1919,318
100,47,1233,909,0.882,1186,800,1279,1019
100,8,154,963,0.874,106,855,202,1071
100,48,76,660,0.867,20,570,132,751
100,5,1090,570,0.855,1051,488,1128,652
100,9,947,446,0.84,912,370,982,523
100,31,1671,430,0.831,1636,348,1706,512
100,51,717,977,0.821,673,874,761,1079
100,3,1073,984,0.821,1032,891,1113,1077
100,13,595,561,0.82,552,477,637,645
100,42,1036,787,0.805,1008,702,1065,873
100,22,602,435,0.771,570,371,634,499
100,14,1718,844,0.719,1669,751,1766,937
100,23,1015,352,0.714,981,271,1048,434
100,6,1201,323,0.711,1171,259,1232,387
100,7,751,256,0.703,721,188,782,324
100,2,719,355,0.686,690,278,748,432
100,46,1801,332,0.625,1764,257,1837,407
100,24,1136,253,0.608,1110,194,1163,312
100,4,1726,998,0.608,1671,923,1780,1074
100,44,936,131,0.576,912,68,960,194
100,17,369,550,0.562,336,475,402,625
100,30,1867,446,0.501,1827,366,1908,525
100,16,110,172,0.5,85,111,135,232
100,20,817,108,0.463,798,46,837,170
100,53,474,562,0.437,442,496,505,629
100,50,1899,262,0.411,1880,207,1919,317
100,45,1400,101,0.403,1382,35,1418,167
100,12,731,94,0.372,708,31,753,158
100,1,236,1034,0.368,187,989,284,1079
100,29,425,576,0.353,389,496,461,656
100,18,880,112,0.347,859,52,901,172
100,43,223,98,0.331,193,46,254,150
100,25,1689,129,0.309,1662,75,1715,184
101,48,78,661,0.868,22,572,134,751
101,47,1232,903,0.862,1186,795,1279,1011
101,5,1089,565,0.854,1050,485,1128,645
101,9,947,446,0.837,912,370,983,523
101,8,152,969,0.835,103,861,201,1077
101,42,1036,778,0.827,1008,697,1065,860
101,3,1069,985,0.822,1028,894,1111,1077
101,31,1669,427,0.816,1634,347,1705,506
101,51,718,973,0.814,674,869,762,1078
101,13,595,565,0.787,552,481,637,650
101,22,602,437,0.786,570,373,633,500
101,14,1719,852,0.761,1670,756,1769,948
101,6,1201,320,0.725,1171,255,1230,385
101,24,1136,257,0.69,1108,195,1163,318
101,23,1015,356,0.687,981,274,1048,438
101,7,752,255,0.666,721,186,783,323
101,2,720,354,0.659,691,275,748,432
101,46,1801,334,0.643,1764,257,1838,410
101,44,937,133,0.562,913,69,961,196
101,17,369,550,0.561,336,474,403,626
101,30,1869,450,0.548,1828,368,1910,532
101,4,1728,1001,0.48,1674,929,1783,1073
101,20,818,108,0.478,799,46,836,169
101,53,475,562,0.467,444,496,506,628
101,1,236,1034,0.464,188,989,284,1079
101,16,110,172,0.463,84,111,135,232
101,45,1400,101,0.442,1382,35,1418,167
101,12,730,93,0.403,707,29,754,158
101,18,880,112,0.393,859,52,901,172
101,29,425,575,0.388,388,494,462,656
101,50,1900,262,0.343,1880,206,1919,318
102,47,1232,892,0.87,1185,787,1279,996
102,48,80,665,0.861,24,576,135,755
102,5,1089,560,0.857,1051,480,1128,640
102,42,1037,773,0.852,1008,693,1066,854
102,3,1067,987,0.843,1027,896,1107,1077
102,51,718,966,0.841,672,863,763,1069
102,8,151,973,0.84,102,867,201,1079
102,9,947,449,0.835,912,372,982,526
102,13,596,569,0.812,553,483,639,654
102,31,1667,426,0.791,1632,347,1703,504
102,22,601,440,0.776,570,377,632,503
102,14,1722,859,0.705,1672,762,1772,956
102,23,1014,357,0.691,980,275,1048,439
102,6,1199,317,0.685,1171,253,1227,381
102,24,1136,261,0.68,1108,198,1163,324
102,4,1730,1005,0.669,1677,934,1784,1075
102,2,720,351,0.647,692,271,748,432
102,46,1801,339,0.645,1764,260,1839,418
102,7,752,254,0.635,722,184,783,324
102,17,369,550,0.59,336,474,403,626
102,44,937,136,0.521,914,70,960,201
102,30,1876,456,0.489,1841,372,1911,541
102,16,110,172,0.469,84,112,135,231
102,20,817,108,0.446,799,46,836,169
102,53,475,562,0.436,444,496,506,628
102,45,1400,101,0.396,1382,35,1418,167
102,1,225,1034,0.358,188,991,262,1078
102,50,1900,263,0.353,1880,207,1919,319
102,29,425,579,0.351,390,503,461,655
102,12,730,93,0.337,707,28,753,157
102,18,880,112,0.322,859,52,901,172
102,43,233,100,0.32,200,51,267,150
103,47,1232,872,0.896,1185,776,1279,968
103,5,1089,557,0.892,1051,474,1128,639
103,48,83,672,0.868,29,580,137,763
103,51,720,953,0.861,677,850,763,1056
103,3,1061,992,0.861,1022,904,1100,1079
103,42,1036,769,0.827,1006,685,1065,853
103,9,945,459,0.821,910,378,979,541
103,14,1727,867,0.82,1674,772,1780,962
103,13,596,573,0.813,552,487,639,658
103,31,1662,422,0.782,1625,342,1700,501
103,8,149,978,0.77,97,879,201,1077
103,4,1734,1011,0.746,1680,943,1788,1078
103,6,1198,313,0.713,1171,249,1225,377
103,22,600,441,0.708,569,378,630,504
103,2,719,342,0.698,692,263,747,420
103,24,1134,267,0.694,1105,204,1164,329
103,23,1011,359,0.674,977,278,1044,440
103,7,753,248,0.594,722,180,783,316
103,17,367,550,0.552,335,475,400,626
103,16,108,171,0.548,83,112,133,231
103,46,1800,348,0.546,1763,266,1836,430
103,44,936,139,0.52,915,73,958,205
103,20,816,108,0.482,797,46,836,169
103,45,1399,101,0.466,1381,34,1416,167
103,30,1878,463,0.461,1840,379,1917,548
103,43,237,100,0.437,205,51,269,150
103,12,730,92,0.408,708,28,752,156
103,53,475,561,0.387,445,495,505,626
103,50,1899,267,0.348,1880,208,1919,327
103,18,880,113,0.331,858,51,901,174
104,47,1233,864,0.901,1186,771,1280,957
104,5,1089,556,0.886,1050,471,1128,641
104,48,82,676,0.879,31,584,133,769
104,51,720,950,0.866,676,846,763,1054
104,42,1035,768,0.83,1005,683,1065,853
104,3,1057,994,0.829,1018,910,1097,1078
104,13,596,576,0.828,553,492,639,660
104,9,945,462,0.808,910,381,980,543
104,8,147,981,0.784,96,885,198,1078
104,31,1660,421,0.769,1621,341,1698,501
104,4,1736,1013,0.767,1681,948,1790,1078
104,2,720,339,0.761,692,262,747,415
104,14,1731,868,0.755,1677,776,1784,960
104,22,599,443,0.718,569,382,629,503
104,24,1133,270,0.705,1103,206,1163,333
104,6,1197,308,0.7,1170,247,1224,370
104,7,753,243,0.616,723,178,784,308
104,46,1801,353,0.599,1764,271,1838,435
104,17,367,551,0.595,334,475,400,626
104,44,936,142,0.554,915,76,957,207
104,16,108,171,0.55,83,112,133,231
104,20,816,108,0.503,797,47,836,169
104,45,1399,101,0.49,1381,34,1416,167
104,30,1880,467,0.476,1842,383,1919,551
104,23,1010,360,0.464,975,280,1044,440
104,43,239,100,0.454,207,50,271,150
104,53,475,561,0.449,445,496,505,626
104,12,731,91,0.446,708,27,754,155
104,18,879,115,0.383,858,53,901,177
104,50,1899,270,0.351,1880,209,1919,331
104,25,1697,128,0.328,1672,73,1723,183
105,47,1235,859,0.907,1190,767,1281,952
105,48,84,679,0.866,35,587,133,770
105,51,720,948,0.863,676,842,764,1053
105,5,1089,554,0.858,1050,469,1128,639
105,13,595,578,0.838,552,494,638,661
105,9,945,465,0.833,910,383,979,547
105,42,1035,766,0.827,1004,680,1065,853
105,4,1737,1015,0.806,1683,951,1791,1078
105,3,1055,997,0.806,1015,915,1094,1078
105,31,1656,420,0.775,1615,338,1697,503
105,14,1735,873,0.756,1683,781,1787,965
105,2,720,335,0.744,691,259,749,412
105,22,597,444,0.743,567,384,628,505
105,8,144,984,0.736,94,891,194,1077
105,6,1197,307,0.708,1169,246,1225,367
105,24,1133,272,0.707,1103,209,1162,335
105,23,1008,359,0.646,974,279,1043,440
105,44,937,144,0.6,915,77,959,210
105,46,1801,355,0.597,1764,273,1838,437
105,17,367,551,0.587,334,475,399,626
105,7,752,240,0.57,722,176,781,305
105,16,108,172,0.514,82,112,133,231
105,45,1398,101,0.489,1381,34,1416,167
105,20,816,108,0.484,797,47,835,169
105,43,240,97,0.475,209,44,271,150
105,30,1879,470,0.415,1840,385,1919,555
105,53,475,561,0.404,445,495,505,627
105,25,1700,128,0.391,1673,73,1726,183
105,50,1899,274,0.387,1880,211,1919,336
105,12,731,90,0.383,707,25,754,155
105,1,224,1040,0.38,186,1001,261,1079
105,18,879,115,0.38,858,53,900,176
106,47,1236,857,0.882,1191,761,1281,953
106,5,1090,554,0.853,1050,469,1129,638
106,9,944,467,0.835,909,386,979,549
106,51,720,944,0.835,676,835,764,1052
106,48,86,679,0.831,37,586,136,771
106,13,596,579,0.824,552,497,639,661
106,42,1034,764,0.81,1003,678,1065,851
106,3,1052,999,0.807,1013,920,1092,1078
106,2,718,332,0.737,691,257,745,407
106,31,1653,419,0.731,1612,336,1694,503
106,24,1133,272,0.728,1105,209,1161,335
106,8,141,986,0.721,91,894,191,1077
106,22,596,447,0.712,565,384,626,510
106,6,1197,302,0.698,1170,243,1225,361
106,4,1740,1017,0.695,1685,957,1794,1077
106,14,1740,877,0.691,1688,785,1792,970
106,46,1800,356,0.646,1762,274,1839,438
106,44,939,145,0.628,916,78,962,213
106,7,752,236,0.597,723,172,781,299
106,23,1010,359,0.564,976,279,1043,439
106,17,366,550,0.55,335,475,398,625
106,16,107,171,0.549,83,111,132,231
106,45,1399,100,0.483,1381,34,1416,166
106,20,816,107,0.474,797,46,835,168
106,43,243,97,0.449,212,46,273,149
106,53,476,561,0.42,445,495,506,626
106,12,731,87,0.379,707,23,756,152
106,18,879,114,0.377,858,52,901,176
106,50,1899,276,0.363,1878,214,1919,337
106,29,421,577,0.358,385,503,456,652
106,25,1701,128,0.347,1676,73,1726,183
107,47,1236,854,0.895,1191,756,1281,952
107,48,88,680,0.848,40,589,136,770
107,9,943,469,0.846,908,388,978,551
107,3,1049,1001,0.828,1009,923,1089,1078
107,5,1091,553,0.821,1053,466,1129,639
107,13,595,579,0.821,553,498,638,660
107,42,1032,761,0.804,1000,674,1064,849
107,51,722,941,0.803,678,832,766,1050
107,22,595,447,0.759,564,384,626,511
107,31,1655,417,0.755,1617,334,1694,500
107,24,1134,272,0.742,1106,209,1162,334
107,6,1198,299,0.722,1171,240,1226,359
107,2,719,331,0.716,690,254,748,409
107,14,1744,881,0.681,1694,788,1794,973
107,8,143,988,0.681,90,899,197,1078
107,46,1801,359,0.678,1763,275,1839,442
107,7,751,233,0.649,724,169,778,298
107,23,1013,359,0.646,983,280,1043,438
107,16,108,170,0.644,82,110,134,231
107,44,941,145,0.629,917,78,964,211
107,17,368,549,0.59,336,475,401,624
107,4,1743,1019,0.581,1688,962,1798,1077
107,20,817,107,0.483,799,46,836,167
107,45,1399,99,0.442,1381,33,1417,165
107,18,879,113,0.433,857,51,902,175
107,50,1899,278,0.415,1879,217,1919,340
107,53,472,560,0.412,439,494,505,626
107,12,732,85,0.399,707,21,757,148
107,30,1891,473,0.363,1862,388,1919,557
107,29,420,574,0.347,386,494,453,654
107,1,223,1043,0.321,186,1007,260,1078
107,25,1704,129,0.303,1679,73,1729,185
108,47,1237,850,0.883,1193,750,1281,951
108,42,1033,756,0.853,1000,667,1065,845
108,48,89,682,0.852,43,593,135,771
108,9,942,474,0.838,906,393,977,556
108,51,724,936,0.825,679,823,768,1050
108,5,1092,550,0.807,1054,461,1130,639
108,3,1042,1003,0.804,1002,930,1081,1076
108,13,594,581,0.803,552,500,636,661
108,31,1652,414,0.754,1615,329,1689,498
108,22,594,451,0.736,564,387,624,514
108,2,720,330,0.73,690,252,750,408
108,6,1198,298,0.686,1171,239,1225,357
108,14,1743,895,0.679,1702,806,1784,984
108,8,140,993,0.674,84,907,195,1080
108,46,1801,361,0.668,1762,279,1839,444
108,24,1137,272,0.649,1111,210,1163,334
108,7,748,232,0.648,723,167,773,297
108,44,941,146,0.616,916,80,965,213
108,16,109,171,0.609,82,111,135,231
108,23,1013,362,0.591,986,285,1041,439
108,17,368,549,0.568,336,475,400,624
108,20,817,107,0.457,798,46,837,167
108,4,1747,1027,0.416,1691,975,1803,1078
108,45,1400,100,0.398,1382,34,1418,166
108,12,730,79,0.398,706,17,753,142
108,53,475,561,0.387,444,496,506,626
108,18,881,113,0.365,860,51,902,175
108,29,420,576,0.317,387,498,453,654
109,47,1239,847,0.887,1196,746,1282,948
109,42,1032,751,0.861,998,661,1065,840
109,3,1038,1005,0.848,996,933,1080,1077
109,48,90,682,0.847,44,593,135,771
109,9,941,477,0.841,906,395,975,558
109,51,724,935,0.836,680,820,768,1050
109,5,1092,546,0.807,1054,458,1130,635
109,31,1651,412,0.777,1614,327,1687,497
109,22,593,453,0.735,563,387,624,518
109,13,592,583,0.726,551,505,632,660
109,2,720,329,0.722,690,250,750,407
109,8,138,995,0.714,82,912,194,1079
109,6,1197,297,0.693,1171,236,1223,358
109,23,1013,364,0.638,986,286,1041,443
109,46,1801,363,0.615,1763,281,1838,444
109,14,1745,907,0.606,1705,811,1786,1003
109,7,745,231,0.604,721,165,770,297
109,24,1137,271,0.595,1111,210,1163,333
109,44,941,147,0.592,916,81,965,214
109,16,107,170,0.516,81,110,133,230
109,17,366,549,0.512,336,475,397,623
109,20,817,107,0.422,798,46,836,167
109,12,729,77,0.375,706,16,752,139
109,18,879,113,0.348,858,52,901,175
109,45,1399,99,0.323,1381,33,1417,165
109,53,472,561,0.313,440,496,505,627
110,47,1241,842,0.883,1198,739,1284,945
110,51,724,932,0.862,680,816,769,1049
110,9,939,477,0.851,905,397,973,557
110,3,1036,1007,0.841,994,936,1078,1077
110,42,1032,747,0.836,999,658,1066,836
110,5,1093,541,0.835,1056,454,1130,628
110,48,90,682,0.833,45,595,135,770
110,31,1650,408,0.793,1614,323,1686,494
110,13,590,585,0.791,550,507,630,662
110,22,593,456,0.755,562,390,624,523
110,2,721,328,0.721,690,249,753,408
110,8,132,997,0.707,80,915,184,1078
110,6,1196,296,0.703,1171,234,1222,358
110,44,941,147,0.624,916,81,965,212
110,46,1801,362,0.61,1762,282,1839,443
110,24,1139,272,0.6,1113,212,1165,332
110,14,1744,916,0.588,1705,820,1784,1012
110,7,745,230,0.575,721,163,769,296
110,23,1011,366,0.574,983,288,1039,444
110,17,366,548,0.543,335,474,396,623
110,54,1789,874,0.502,1770,811,1809,937
110,16,107,170,0.468,81,110,133,229
110,4,1752,1033,0.421,1696,987,1809,1079
110,20,816,106,0.413,797,45,836,167
110,12,729,75,0.375,706,14,752,136
110,18,880,112,0.362,858,50,901,175
110,45,1399,98,0.342,1381,31,1417,164
110,53,472,561,0.312,438,495,505,626
111,47,1242,837,0.887,1200,734,1285,939
111,51,726,928,0.873,680,809,771,1046
111,48,91,683,0.856,47,596,136,771
111,13,588,589,0.837,549,510,626,669
111,9,939,477,0.828,904,398,973,556
111,42,1033,740,0.818,1000,652,1065,827
111,3,1033,1008,0.817,990,938,1076,1078
111,5,1095,537,0.79,1059,451,1132,623
111,31,1649,405,0.76,1614,321,1683,490
111,2,720,326,0.748,690,248,751,405
111,22,592,458,0.735,562,391,623,526
111,8,131,998,0.728,78,918,184,1078
111,46,1802,362,0.699,1763,281,1840,443
111,6,1197,295,0.668,1173,232,1221,357
111,24,1139,274,0.635,1114,214,1165,335
111,44,941,146,0.609,916,81,965,211
111,17,367,548,0.596,335,473,398,623
111,23,1010,367,0.595,983,290,1037,444
111,14,1745,920,0.579,1706,825,1785,1015
111,7,745,229,0.562,722,162,768,296
111,54,1792,880,0.502,1773,816,1811,945
111,16,107,169,0.468,80,110,133,228
111,20,816,105,0.405,797,44,836,167
111,18,880,112,0.348,858,50,901,174
111,12,728,73,0.346,706,12,751,134
111,45,1399,98,0.342,1381,31,1417,164
111,53,472,560,0.312,438,494,505,626
112,51,727,922,0.876,682,804,773,1039
112,47,1244,830,0.865,1201,728,1286,932
112,3,1029,1010,0.849,986,943,1072,1078
112,48,92,690,0.844,48,599,136,782
112,42,1032,733,0.833,1000,649,1063,817
112,9,938,478,0.832,904,400,972,556
112,8,129,1002,0.813,76,925,182,1079
112,13,585,595,0.801,547,513,623,677
112,5,1095,532,0.774,1059,448,1131,615
112,31,1647,400,0.751,1613,318,1681,482
112,22,590,462,0.751,559,394,621,530
112,2,718,325,0.717,690,247,745,403
112,14,1749,924,0.691,1708,828,1791,1021
112,6,1197,294,0.686,1170,230,1223,357
112,24,1139,278,0.672,1115,217,1164,338
112,17,366,548,0.629,334,473,399,622
112,44,940,146,0.618,916,81,965,211
112,46,1801,362,0.594,1762,283,1840,442
112,7,745,227,0.565,721,161,768,293
112,4,1757,1039,0.561,1700,1000,1814,1079
112,23,1010,368,0.548,984,293,1036,443
112,16,106,168,0.531,80,110,132,227
112,54,1795,887,0.463,1774,822,1816,951
112,30,1889,483,0.447,1860,404,1919,561
112,20,816,105,0.446,797,44,835,166
112,45,1399,97,0.412,1381,31,1416,164
112,53,473,559,0.403,441,493,505,625
112,18,879,110,0.398,859,47,898,172
112,1,217,1053,0.364,183,1027,251,1079
113,51,732,908,0.861,685,794,779,1022
113,47,1246,813,0.858,1204,717,1288,909
113,9,939,480,0.852,905,404,974,556
113,48,97,703,0.841,53,605,142,802
113,5,1095,520,0.834,1059,441,1131,599
113,3,1025,1013,0.832,979,949,1071,1078
113,42,1034,719,0.82,1003,639,1065,799
113,31,1645,391,0.806,1612,314,1678,468
113,13,583,603,0.747,547,521,620,685
113,14,1754,937,0.728,1713,840,1795,1033
113,8,128,1008,0.698,72,937,183,1078
113,2,717,319,0.691,689,240,744,398
113,24,1141,284,0.678,1116,222,1165,347
113,22,589,467,0.671,558,399,621,536
113,6,1197,292,0.667,1172,228,1223,356
113,30,1892,499,0.655,1865,418,1919,580
113,17,366,548,0.598,334,474,398,622
113,16,106,168,0.596,79,110,132,227
113,44,939,150,0.578,915,84,962,216
113,46,1803,365,0.553,1765,288,1841,442
113,23,1007,371,0.511,981,299,1034,443
113,7,742,226,0.508,719,159,765,292
113,54,1800,899,0.472,1779,836,1820,962
113,45,1399,98,0.446,1381,32,1416,164
113,4,1765,1044,0.443,1708,1011,1821,1078
113,20,816,105,0.406,797,44,835,166
113,18,879,110,0.393,859,46,898,173
113,53,474,559,0.359,442,493,505,625
114,47,1246,804,0.877,1204,711,1288,898
114,5,1095,517,0.866,1058,438,1131,596
114,51,733,900,0.849,684,788,782,1012
114,9,940,483,0.846,904,406,975,560
114,48,99,707,0.838,54,609,143,806
114,3,1023,1015,0.825,976,953,1070,1078
114,42,1033,715,0.814,1004,635,1063,795
114,31,1643,389,0.797,1610,311,1676,467
114,13,582,606,0.768,546,522,618,689
114,2,715,316,0.746,689,237,742,394
114,14,1759,944,0.697,1717,847,1801,1042
114,6,1198,291,0.696,1172,227,1223,355
114,24,1141,286,0.67,1117,223,1165,348
114,8,128,1010,0.627,71,944,185,1077
114,44,938,153,0.611,914,87,961,219
114,22,589,467,0.607,558,400,619,535
114,17,366,548,0.59,334,473,399,622
114,46,1804,367,0.586,1767,289,1842,446
114,7,742,225,0.538,719,158,764,292
114,16,106,168,0.526,79,110,133,227
114,4,1769,1047,0.522,1713,1017,1824,1078
114,54,1802,905,0.521,1782,841,1822,970
114,30,1893,506,0.497,1867,427,1919,585
114,23,1007,374,0.44,977,300,1037,448
114,20,816,105,0.425,797,44,836,167
114,45,1399,98,0.413,1381,32,1416,164
114,18,878,110,0.406,858,46,898,173
114,53,471,559,0.401,439,493,504,625
114,43,272,98,0.335,239,52,305,143
115,47,1246,794,0.894,1203,704,1290,884
115,5,1095,514,0.874,1058,435,1132,594
115,51,735,890,0.858,685,784,785,997
115,9,940,489,0.827,904,408,975,569
115,42,1033,713,0.823,1003,631,1063,794
115,48,100,710,0.821,55,612,144,807
115,3,1022,1018,0.797,972,957,1071,1079
115,13,581,611,0.761,544,527,617,695
115,6,1198,289,0.695,1172,226,1224,353
115,31,1642,385,0.686,1608,306,1676,463
115,2,714,312,0.683,687,234,742,390
115,24,1142,289,0.632,1116,226,1168,352
115,14,1765,947,0.629,1719,847,1810,1047
115,22,588,470,0.613,556,401,619,539
115,16,105,169,0.6,78,110,133,227
115,44,938,156,0.584,915,88,961,223
115,17,366,548,0.564,334,473,399,622
115,30,1893,510,0.554,1867,431,1919,589
115,8,128,1014,0.546,70,950,185,1079
115,4,1772,1050,0.491,1717,1021,1828,1079
115,7,741,223,0.487,719,156,762,289
115,46,1806,371,0.486,1768,289,1843,453
115,23,1005,375,0.422,976,304,1034,445
115,54,1805,910,0.41,1784,845,1825,976
115,43,276,97,0.405,242,49,310,144
115,20,816,105,0.401,796,43,835,167
115,53,473,559,0.398,442,493,504,624
115,45,1398,98,0.381,1380,31,1416,164
115,18,878,109,0.375,857,46,898,173
115,55,98,1014,0.372,70,950,126,1077
115,50,1901,284,0.358,1882,228,1919,341
116,47,1246,790,0.893,1203,700,1290,880
116,5,1095,513,0.855,1058,431,1131,595
116,51,737,881,0.854,687,778,787,983
116,48,102,714,0.81,58,617,146,811
116,9,939,493,0.808,903,410,975,577
116,42,1035,712,0.802,1006,628,1063,795
