frame,id,cx,cy,conf,x1,y1,x2,y2
152,51,743,714,0.867,707,612,779,815
152,47,1275,604,0.853,1238,520,1313,689
152,9,952,592,0.847,912,510,991,674
152,42,1056,562,0.815,1031,486,1082,638
152,5,1093,403,0.802,1061,326,1126,479
152,24,1175,369,0.796,1146,302,1204,436
152,44,942,207,0.79,916,139,968,275
152,46,1829,480,0.765,1788,396,1870,565
152,31,1595,295,0.757,1563,219,1628,371
152,2,708,218,0.74,682,145,734,291
152,22,562,561,0.673,528,491,596,632
152,23,976,474,0.649,943,385,1009,563
152,7,742,142,0.625,714,79,770,206
152,6,1185,212,0.617,1160,152,1211,273
152,17,369,540,0.589,338,465,400,614
152,16,99,167,0.577,74,105,124,228
152,58,1819,165,0.555,1798,103,1839,227
152,20,834,80,0.514,814,17,854,144
152,43,397,73,0.494,378,22,416,125
152,53,479,552,0.478,451,486,508,617
152,29,417,563,0.463,382,481,451,645
152,18,874,81,0.444,854,21,893,141
152,25,1775,163,0.379,1754,107,1797,219
152,45,1403,91,0.371,1384,25,1422,157
152,56,1763,279,0.331,1729,207,1797,350
153,48,196,844,0.887,141,750,251,938
153,13,571,740,0.865,527,649,616,831
153,51,741,710,0.863,705,607,777,813
153,9,952,599,0.843,911,514,992,685
153,47,1277,596,0.822,1240,513,1314,678
153,42,1057,562,0.813,1030,482,1084,641
153,5,1092,393,0.812,1059,319,1126,467
153,24,1176,370,0.791,1149,306,1204,435
153,46,1829,482,0.776,1787,400,1871,564
153,44,941,214,0.759,915,143,968,285
153,2,708,211,0.752,683,139,734,284
153,31,1596,287,0.714,1564,215,1629,360
153,22,562,565,0.709,527,495,596,636
153,17,369,539,0.627,338,465,400,613
153,58,1821,166,0.588,1800,107,1842,226
153,23,976,477,0.566,943,391,1009,562
153,6,1185,207,0.565,1158,147,1212,266
153,7,743,137,0.55,716,76,770,199
153,43,408,72,0.541,384,21,432,123
153,16,99,166,0.532,74,103,124,228
153,53,479,550,0.521,451,483,508,617
153,20,836,79,0.515,815,16,858,141
153,29,416,563,0.444,382,482,449,643
153,18,875,83,0.422,855,21,894,144
153,25,1778,166,0.38,1757,109,1799,224
153,45,1404,90,0.372,1384,24,1423,156
154,48,202,852,0.894,145,753,259,950
154,51,741,707,0.866,705,605,777,809
154,13,572,740,0.863,528,649,616,831
154,9,951,604,0.853,911,517,991,691
154,42,1055,561,0.826,1028,481,1083,640
154,5,1093,391,0.818,1060,316,1126,465
154,47,1277,600,0.815,1240,512,1313,689
154,44,941,215,0.756,915,144,967,287
154,31,1596,285,0.746,1564,212,1629,359
154,24,1177,375,0.738,1150,309,1205,441
154,46,1830,486,0.733,1786,403,1873,570
154,2,708,208,0.732,683,137,733,280
154,6,1184,204,0.714,1157,145,1212,262
154,22,562,570,0.681,527,496,597,644
154,58,1822,167,0.601,1800,107,1844,227
154,17,368,539,0.596,338,464,399,613
154,7,743,135,0.534,716,73,770,196
154,16,99,166,0.51,73,104,124,228
154,23,975,478,0.497,941,394,1009,562
154,20,838,78,0.487,816,16,860,140
154,43,415,73,0.439,386,23,443,123
154,53,479,550,0.418,451,482,508,617
154,25,1777,166,0.395,1755,109,1799,224
154,29,415,563,0.381,382,482,448,643
154,18,876,82,0.349,857,20,895,144
154,45,1404,90,0.342,1384,23,1424,156
154,57,237,72,0.335,206,13,268,130
155,48,204,858,0.893,146,759,263,957
155,51,741,703,0.877,706,601,777,805
155,9,951,608,0.863,911,520,992,697
155,13,573,741,0.862,528,650,618,831
155,42,1055,559,0.826,1028,479,1082,639
155,47,1278,600,0.815,1242,510,1314,689
155,5,1092,389,0.791,1059,314,1126,465
155,44,940,219,0.753,915,147,965,291
155,31,1596,283,0.74,1564,210,1628,356
155,2,708,206,0.735,683,135,732,277
155,46,1831,493,0.727,1788,406,1874,580
155,24,1178,378,0.717,1151,311,1206,445
155,22,561,575,0.702,527,500,596,651
155,6,1185,202,0.679,1157,144,1212,260
155,58,1823,167,0.641,1800,107,1846,226
155,17,369,538,0.6,337,464,400,613
155,16,98,165,0.547,73,103,123,227
155,25,1777,167,0.517,1754,110,1800,224
155,23,974,480,0.501,940,397,1009,563
155,43,419,73,0.491,389,22,448,123
155,7,743,132,0.48,716,71,770,193
155,20,838,77,0.459,816,15,859,139
155,57,237,73,0.438,206,13,268,132
155,29,415,563,0.378,382,482,448,643
155,53,478,551,0.358,449,485,507,617
155,18,875,81,0.346,856,18,894,144
155,45,1404,90,0.337,1383,24,1424,156
156,48,206,860,0.894,147,762,265,958
156,51,740,698,0.868,705,596,775,800
156,9,951,613,0.852,910,523,992,704
156,13,574,741,0.827,528,651,620,831
156,42,1055,556,0.818,1028,477,1081,635
156,47,1279,598,0.798,1243,507,1316,688
156,46,1832,499,0.77,1790,410,1875,589
156,5,1092,388,0.755,1059,313,1126,464
156,31,1596,282,0.754,1563,208,1628,356
156,44,939,220,0.745,915,148,964,292
156,2,708,204,0.725,683,133,732,276
156,24,1180,381,0.702,1153,314,1207,449
156,6,1185,199,0.701,1157,141,1212,257
156,58,1823,167,0.645,1798,108,1848,226
156,22,559,579,0.612,526,504,591,653
156,16,98,165,0.572,74,103,121,227
156,17,368,538,0.553,337,464,399,613
156,7,742,132,0.493,716,70,768,195
156,43,421,74,0.473,391,24,450,123
156,23,973,480,0.448,938,399,1009,561
156,25,1777,168,0.442,1753,111,1801,224
156,20,837,76,0.418,816,14,858,137
156,53,479,549,0.373,451,482,508,616
156,57,237,73,0.365,205,13,268,134
156,45,1404,89,0.344,1384,22,1424,156
156,29,415,563,0.32,382,483,448,643
156,56,1765,281,0.303,1731,206,1800,357
156,18,875,80,0.303,856,17,894,143
157,48,208,865,0.882,150,768,266,963
157,51,739,692,0.851,704,592,775,791
157,9,950,616,0.843,910,528,991,705
157,13,574,742,0.819,529,653,619,831
157,42,1054,553,0.808,1026,474,1081,632
157,47,1280,593,0.778,1243,503,1316,683
157,31,1593,281,0.758,1559,206,1626,355
157,44,940,223,0.735,915,151,965,295
157,5,1092,387,0.733,1058,310,1125,464
157,6,1184,197,0.702,1157,139,1212,255
157,2,707,202,0.691,683,131,731,274
157,46,1834,500,0.684,1792,410,1877,591
157,58,1823,167,0.646,1797,108,1849,226
157,24,1180,385,0.629,1154,318,1206,452
157,22,558,583,0.586,525,508,592,659
157,16,98,165,0.551,75,104,120,226
157,17,368,538,0.515,337,463,399,613
157,25,1778,168,0.466,1753,113,1803,224
157,7,740,131,0.464,715,68,766,194
157,43,423,73,0.462,392,23,453,122
157,23,973,482,0.421,937,399,1010,564
157,20,838,75,0.38,817,12,858,137
157,45,1404,88,0.37,1383,22,1424,155
157,53,479,549,0.368,450,482,508,616
157,56,1765,280,0.367,1730,206,1800,355
158,48,209,876,0.876,155,774,264,978
158,9,951,624,0.865,911,535,992,713
158,13,573,743,0.837,527,656,618,830
158,51,739,678,0.827,702,583,775,772
158,42,1054,546,0.797,1026,466,1081,627
158,47,1281,584,0.79,1245,494,1318,674
158,5,1093,385,0.762,1059,307,1126,464
158,44,938,226,0.759,913,154,963,298
158,46,1835,509,0.756,1792,417,1878,602
158,31,1590,279,0.704,1557,204,1623,355
158,22,558,588,0.682,523,511,594,664
158,2,706,200,0.675,682,129,731,271
158,24,1182,391,0.646,1156,321,1209,460
158,6,1185,194,0.643,1159,137,1212,252
158,16,97,165,0.548,75,104,120,226
158,56,1765,283,0.544,1730,207,1801,359
158,25,1781,168,0.529,1753,113,1808,224
158,43,425,71,0.526,394,21,456,121
158,58,1828,168,0.518,1804,109,1852,227
158,23,971,485,0.507,933,402,1009,568
158,7,738,127,0.506,714,64,762,191
158,17,368,538,0.506,337,464,398,613
158,53,478,548,0.449,449,483,508,614
158,20,838,73,0.353,818,11,859,136
158,29,419,565,0.346,382,483,455,647
158,45,1403,88,0.326,1384,22,1423,154
159,9,950,626,0.86,910,536,991,717
159,13,572,744,0.859,528,660,617,828
159,51,738,669,0.852,701,578,775,761
159,47,1282,579,0.836,1245,491,1319,666
159,48,211,879,0.834,158,777,264,981
159,46,1836,513,0.83,1793,420,1879,606
159,5,1092,384,0.789,1059,306,1125,463
159,44,939,227,0.779,913,155,964,299
159,42,1055,542,0.754,1030,463,1080,622
159,31,1588,279,0.717,1556,203,1621,355
159,2,706,199,0.691,681,127,730,270
159,22,558,590,0.664,523,514,593,665
159,24,1183,392,0.655,1157,323,1209,460
159,6,1186,194,0.644,1160,135,1212,252
159,23,977,485,0.628,947,403,1008,567
159,7,737,125,0.606,714,62,760,189
159,16,97,165,0.601,74,104,120,226
159,17,367,538,0.568,337,463,397,612
159,43,426,70,0.54,397,19,455,121
159,53,478,548,0.503,449,483,507,613
159,58,1828,169,0.499,1804,109,1853,229
159,25,1780,170,0.452,1753,114,1807,226
159,56,1766,283,0.444,1731,207,1801,359
159,29,421,564,0.428,384,482,458,647
159,20,838,73,0.41,818,11,859,136
159,57,237,78,0.344,207,17,267,139
160,9,949,630,0.881,909,541,990,719
160,13,571,749,0.858,527,661,615,836
160,47,1283,571,0.856,1246,486,1320,657
160,48,212,881,0.839,160,780,265,982
160,51,738,664,0.819,702,573,775,754
160,46,1836,517,0.792,1792,423,1879,612
160,5,1092,383,0.788,1059,304,1126,463
160,44,939,227,0.787,913,156,964,299
160,42,1054,534,0.771,1030,458,1078,610
160,23,979,487,0.724,950,405,1008,569
160,2,705,199,0.698,681,127,730,271
160,24,1183,392,0.695,1157,324,1210,460
160,31,1588,279,0.691,1556,202,1620,355
160,22,556,591,0.675,521,515,591,667
160,6,1187,193,0.64,1161,134,1213,252
160,7,737,124,0.612,714,61,760,187
160,17,368,538,0.589,337,463,398,613
160,16,97,165,0.554,73,104,120,227
160,43,429,69,0.548,400,18,457,120
160,56,1767,283,0.542,1732,208,1801,359
160,58,1829,171,0.482,1804,109,1854,233
160,29,421,564,0.456,383,481,458,647
160,20,839,72,0.436,818,10,860,135
160,53,478,548,0.41,448,484,507,613
160,57,237,79,0.404,208,17,266,141
160,45,1403,88,0.336,1384,22,1422,154
160,25,1782,169,0.329,1754,114,1810,225
161,9,950,631,0.901,910,542,989,719
161,47,1283,564,0.873,1246,482,1320,645
161,13,571,757,0.845,527,667,614,846
161,48,214,883,0.833,164,784,265,982
161,51,739,660,0.83,702,569,775,752
161,42,1053,529,0.821,1029,454,1078,603
161,5,1093,382,0.81,1060,302,1125,461
161,46,1836,521,0.796,1792,429,1879,614
161,44,939,228,0.795,912,156,965,299
161,23,978,488,0.744,949,407,1008,569
161,2,705,198,0.737,680,126,730,270
161,22,555,592,0.718,520,518,590,667
161,24,1185,393,0.715,1158,326,1212,460
161,31,1588,277,0.696,1557,200,1618,354
161,6,1187,193,0.647,1162,135,1212,252
161,17,367,537,0.647,337,463,397,612
161,7,737,124,0.602,715,60,760,187
161,16,96,165,0.551,73,104,120,227
161,43,430,69,0.539,404,18,457,119
161,29,421,563,0.534,383,481,459,646
161,56,1767,285,0.513,1732,212,1803,358
161,57,237,81,0.507,208,18,265,143
161,58,1830,173,0.496,1805,110,1854,237
161,53,478,548,0.474,449,484,507,613
161,20,839,72,0.421,818,9,860,135
161,25,1783,169,0.382,1755,114,1810,224
161,45,1403,88,0.357,1384,22,1422,154
162,9,951,631,0.891,911,543,991,719
162,47,1283,557,0.878,1246,476,1321,639
162,13,570,762,0.871,528,668,613,856
162,48,215,884,0.86,166,786,264,982
162,42,1053,523,0.826,1027,449,1078,596
162,51,740,657,0.811,702,564,777,750
162,5,1094,380,0.805,1061,299,1127,460
162,44,939,228,0.8,913,157,966,300
162,46,1836,523,0.751,1792,431,1880,615
162,24,1186,394,0.741,1158,328,1213,460
162,22,556,594,0.741,522,521,591,667
162,2,706,197,0.736,680,124,731,270
162,23,977,490,0.72,947,408,1008,572
162,31,1587,276,0.69,1557,199,1617,353
162,6,1188,193,0.682,1163,134,1214,253
162,17,367,537,0.638,337,463,397,612
162,16,96,165,0.568,73,104,119,227
162,7,738,124,0.564,715,59,760,188
162,29,421,563,0.514,382,481,459,645
162,57,237,81,0.509,209,19,266,143
162,58,1830,175,0.508,1806,112,1854,237
162,43,433,68,0.477,409,18,457,119
162,53,478,548,0.466,449,484,507,613
162,56,1768,286,0.454,1733,215,1803,358
162,20,839,72,0.371,818,9,859,136
162,45,1403,88,0.326,1384,22,1422,154
162,25,1784,172,0.302,1757,115,1812,228
163,9,951,635,0.884,912,550,990,721
163,13,569,775,0.88,527,681,611,870
163,48,217,887,0.878,169,792,265,982
163,47,1283,553,0.86,1245,469,1320,637
163,42,1055,518,0.835,1031,444,1080,592
163,51,740,655,0.827,703,559,778,751
163,44,939,229,0.77,911,159,967,299
163,22,555,597,0.752,521,522,588,672
163,5,1095,373,0.744,1064,295,1127,452
163,24,1187,395,0.738,1157,331,1216,459
163,31,1584,269,0.707,1554,194,1615,344
163,2,706,190,0.703,680,119,732,261
163,6,1189,190,0.683,1164,131,1214,250
163,17,367,537,0.634,337,463,397,612
163,46,1836,526,0.618,1791,436,1881,615
163,16,96,166,0.592,74,105,118,226
163,58,1831,176,0.584,1806,113,1856,238
163,23,978,496,0.584,948,414,1007,577
163,56,1768,287,0.541,1732,213,1804,361
163,7,737,123,0.531,716,57,758,189
163,29,420,564,0.521,383,480,457,647
163,43,436,68,0.473,417,18,455,119
163,57,238,83,0.389,209,22,267,144
163,20,839,72,0.378,819,7,859,136
163,53,477,548,0.367,447,483,507,612
163,45,1403,88,0.363,1384,23,1422,154
163,25,1789,172,0.319,1763,116,1815,229
164,48,217,888,0.874,169,794,266,982
164,13,568,780,0.874,527,686,609,874
164,9,951,636,0.869,911,552,991,719
164,47,1283,553,0.858,1245,468,1321,638
164,42,1056,518,0.837,1032,443,1081,593
164,51,740,655,0.83,702,557,778,752
164,5,1095,369,0.791,1064,292,1127,445
164,44,940,230,0.786,912,162,967,298
164,24,1186,398,0.786,1154,334,1218,462
164,22,554,600,0.754,521,525,587,674
164,46,1837,527,0.749,1792,439,1883,616
164,31,1585,267,0.715,1555,193,1615,341
164,2,706,190,0.708,680,118,732,261
164,6,1190,189,0.669,1165,130,1216,249
164,58,1832,177,0.647,1806,114,1857,239
164,16,97,166,0.626,75,105,119,226
164,17,367,537,0.616,337,462,397,612
164,7,737,123,0.561,715,57,759,189
164,56,1769,292,0.535,1733,219,1805,365
164,57,238,85,0.528,210,23,267,146
164,59,20,657,0.522,0,592,41,721
164,29,419,561,0.513,386,481,451,641
164,25,1789,173,0.498,1761,116,1816,230
164,23,976,498,0.468,945,418,1007,578
164,43,437,68,0.426,418,17,457,118
164,53,477,548,0.422,447,483,507,613
164,20,840,72,0.386,819,7,860,138
164,45,1403,89,0.369,1384,23,1422,154
165,13,568,784,0.879,527,690,608,879
165,48,220,891,0.877,171,799,269,983
165,9,952,638,0.877,912,556,991,720
165,47,1284,552,0.86,1246,466,1322,638
165,51,740,654,0.826,703,556,778,753
165,42,1056,518,0.818,1032,442,1081,594
165,44,940,231,0.794,912,164,967,299
165,5,1096,365,0.788,1064,290,1127,440
165,24,1186,404,0.752,1153,336,1219,472
165,22,554,601,0.743,521,528,587,674
165,2,706,187,0.73,680,115,731,258
165,31,1584,263,0.729,1555,191,1614,336
165,46,1839,529,0.716,1794,441,1884,617
165,6,1192,188,0.66,1167,127,1217,248
165,16,96,166,0.639,74,106,119,226
165,17,368,537,0.631,337,463,398,612
165,56,1769,295,0.578,1733,221,1804,370
165,58,1835,180,0.566,1809,116,1861,244
165,57,238,85,0.545,209,23,268,146
165,7,738,121,0.542,716,55,759,186
165,59,22,661,0.535,0,597,44,724
165,25,1790,175,0.516,1762,118,1818,232
165,43,441,69,0.413,422,19,460,118
165,23,972,500,0.409,938,421,1007,580
165,29,421,562,0.399,383,480,460,644
165,53,478,548,0.39,448,483,507,613
165,20,840,73,0.364,819,7,860,138
165,45,1403,89,0.354,1383,23,1423,155
166,9,952,641,0.881,912,558,992,725
166,13,567,788,0.879,526,694,608,882
166,48,222,899,0.878,172,802,272,995
166,47,1284,551,0.862,1246,464,1321,638
166,51,740,653,0.829,703,553,778,753
166,5,1095,360,0.81,1063,288,1126,433
166,44,940,235,0.79,912,166,968,304
166,42,1056,518,0.788,1032,441,1080,595
166,22,554,604,0.776,521,532,587,675
166,31,1583,260,0.772,1553,187,1613,334
166,24,1186,409,0.771,1152,340,1220,478
166,2,706,183,0.734,680,113,732,254
166,6,1193,185,0.703,1168,127,1218,244
166,46,1841,529,0.701,1797,441,1885,616
166,16,96,166,0.652,73,106,119,227
166,17,368,537,0.652,337,463,399,612
166,59,23,662,0.603,0,597,47,727
166,58,1836,182,0.569,1811,119,1861,246
166,23,976,502,0.542,945,425,1007,579
166,7,737,118,0.516,716,54,759,183
166,56,1769,301,0.467,1734,225,1804,378
166,43,445,69,0.462,424,18,466,119
166,25,1791,176,0.458,1763,119,1819,233
166,53,478,549,0.44,450,483,507,614
166,57,238,84,0.436,208,23,268,145
166,29,419,561,0.417,385,480,453,642
166,20,840,73,0.403,820,7,860,138
166,45,1403,89,0.374,1383,23,1423,155
166,18,883,66,0.345,864,3,902,129
167,13,567,789,0.89,526,696,608,882
167,9,954,649,0.866,913,561,994,737
167,47,1284,550,0.855,1248,461,1320,638
167,48,224,909,0.841,174,808,274,1010
167,22,554,607,0.823,520,534,588,680
167,51,740,652,0.821,703,551,778,753
167,5,1095,359,0.806,1063,287,1126,430
167,46,1843,530,0.799,1799,444,1886,616
167,42,1056,517,0.798,1032,439,1080,596
167,24,1186,413,0.786,1152,343,1221,483
167,44,940,239,0.76,913,169,967,309
167,31,1585,258,0.752,1554,185,1615,330
167,2,705,181,0.709,679,112,730,251
167,6,1193,183,0.697,1168,125,1219,240
167,17,369,538,0.636,337,462,400,613
167,16,96,166,0.627,73,106,119,227
167,59,25,665,0.601,0,596,50,733
167,58,1837,182,0.547,1811,119,1862,246
167,56,1769,303,0.5,1734,226,1805,380
167,23,973,505,0.491,940,428,1007,582
167,29,418,562,0.456,385,482,451,642
167,53,479,549,0.451,450,484,507,615
167,25,1792,177,0.439,1766,120,1819,233
167,7,737,116,0.418,716,54,759,179
167,20,840,73,0.382,820,8,860,139
167,43,449,69,0.379,426,18,472,121
167,45,1403,89,0.334,1383,23,1423,155
167,18,884,65,0.331,864,2,903,128
167,57,237,84,0.313,209,25,265,143
168,9,956,662,0.906,916,569,996,755
168,13,566,792,0.886,524,703,608,881
168,5,1093,355,0.845,1061,281,1125,429
168,47,1284,547,0.841,1248,457,1320,636
168,51,741,647,0.84,703,544,779,751
168,48,223,926,0.812,177,818,269,1035
168,42,1058,514,0.78,1035,436,1081,592
168,24,1186,421,0.743,1151,350,1221,492
168,22,553,619,0.731,519,541,587,698
168,46,1845,541,0.72,1803,451,1888,632
168,31,1582,254,0.71,1553,182,1612,327
168,2,704,178,0.689,679,109,729,247
168,6,1193,178,0.688,1168,120,1218,236
168,44,940,245,0.681,913,173,967,317
168,59,25,659,0.641,0,582,51,737
168,17,369,538,0.619,337,463,401,613
168,16,96,167,0.588,74,107,118,227
168,56,1771,303,0.558,1736,227,1807,378
168,58,1840,183,0.527,1817,120,1864,246
168,43,459,71,0.513,430,21,489,122
168,57,238,85,0.486,208,25,267,145
168,23,967,512,0.44,930,433,1004,590
168,7,737,113,0.425,716,51,758,174
168,25,1796,181,0.388,1768,121,1824,241
168,53,479,550,0.386,450,484,507,616
168,29,417,562,0.371,386,482,448,641
168,20,839,73,0.35,819,7,859,138
168,18,883,65,0.323,864,1,902,129
169,9,956,666,0.894,916,572,996,759
169,13,566,793,0.886,524,704,608,882
169,51,742,644,0.853,703,540,781,747
169,47,1283,543,0.849,1247,453,1319,632
169,48,224,932,0.846,177,824,271,1040
169,5,1093,354,0.84,1061,280,1125,429
169,24,1186,423,0.758,1151,353,1221,492
169,6,1193,177,0.74,1167,120,1218,234
169,46,1845,550,0.737,1801,456,1889,643
169,31,1583,254,0.727,1553,181,1613,327
169,42,1058,511,0.719,1034,433,1081,589
169,59,26,658,0.698,0,580,51,736
169,2,703,177,0.694,678,107,729,247
169,44,939,248,0.674,912,175,966,320
169,22,552,624,0.669,519,544,586,704
169,56,1771,303,0.651,1736,228,1806,377
169,17,369,538,0.583,337,463,401,613
169,16,96,168,0.564,74,108,118,228
169,43,462,71,0.523,432,20,492,122
169,58,1841,182,0.51,1818,120,1865,245
169,7,736,110,0.458,714,48,758,172
169,25,1791,184,0.417,1768,129,1815,238
169,57,238,87,0.412,207,26,268,149
169,23,968,515,0.403,930,436,1006,594
169,20,840,72,0.359,819,7,860,138
169,29,416,562,0.351,386,483,446,642
169,18,884,65,0.325,864,2,903,129
169,45,1403,89,0.317,1383,23,1422,156
170,13,567,794,0.893,523,706,610,882
170,51,743,639,0.863,703,536,782,742
170,9,957,669,0.853,918,577,997,761
170,47,1283,537,0.851,1247,448,1319,626
170,48,228,936,0.848,178,830,278,1042
170,5,1093,354,0.806,1061,279,1125,429
170,46,1846,554,0.761,1802,460,1890,647
170,31,1582,253,0.753,1552,179,1612,327
170,24,1188,424,0.738,1154,354,1222,494
170,42,1059,509,0.725,1035,431,1082,587
170,2,703,175,0.721,677,106,729,244
170,59,26,659,0.685,0,581,52,737
170,44,938,250,0.677,911,178,966,321
170,22,553,627,0.673,519,547,586,707
170,6,1192,176,0.671,1167,119,1218,233
170,56,1772,303,0.644,1737,232,1807,375
170,16,95,168,0.618,73,108,117,228
170,17,368,538,0.558,337,463,399,613
170,7,736,107,0.534,713,46,759,169
170,58,1843,183,0.502,1820,121,1866,245
170,23,968,516,0.487,930,438,1007,595
170,43,465,72,0.465,435,22,494,122
170,25,1792,184,0.447,1768,127,1816,241
170,57,237,89,0.391,207,28,267,150
170,29,417,562,0.391,383,481,452,643
170,20,839,71,0.347,819,6,860,136
170,53,478,550,0.315,449,484,507,617
171,13,567,796,0.885,523,709,611,883
171,48,232,942,0.869,180,836,284,1047
171,51,744,634,0.856,703,533,784,735
171,9,958,673,0.844,919,580,997,765
171,47,1283,534,0.826,1247,445,1319,622
171,5,1092,353,0.809,1060,277,1125,429
171,31,1581,252,0.79,1551,178,1611,326
171,24,1189,425,0.759,1156,356,1222,494
171,46,1847,555,0.756,1802,461,1892,648
171,42,1060,504,0.745,1035,426,1084,583
171,2,703,173,0.741,677,105,728,241
171,44,937,251,0.709,909,180,965,323
171,6,1192,176,0.684,1166,118,1217,234
171,22,553,631,0.65,520,551,587,711
171,59,27,660,0.646,0,582,54,737
171,16,95,169,0.568,73,109,117,228
171,7,736,106,0.554,712,44,759,169
171,56,1773,310,0.523,1738,236,1808,383
171,17,365,537,0.515,337,461,394,613
171,58,1843,185,0.49,1821,123,1866,246
171,43,466,72,0.478,437,22,496,122
171,25,1798,187,0.455,1768,126,1829,247
171,23,968,517,0.414,930,438,1007,596
171,57,237,90,0.406,207,29,267,152
171,29,415,562,0.388,385,483,444,642
171,20,839,70,0.375,819,5,860,135
171,18,884,65,0.321,864,1,903,130
171,45,1402,90,0.314,1383,23,1422,156
172,48,233,948,0.876,181,840,284,1055
172,13,567,796,0.87,521,710,613,882
172,9,959,677,0.857,920,585,998,769
172,47,1283,525,0.848,1246,439,1320,610
172,51,744,627,0.835,703,529,785,726
172,5,1091,353,0.81,1059,275,1124,430
172,46,1848,559,0.81,1803,465,1893,653
172,24,1190,425,0.782,1159,357,1222,494
172,22,551,634,0.778,518,555,584,713
172,42,1060,499,0.767,1036,425,1084,574
172,31,1580,252,0.762,1549,178,1611,327
172,59,27,660,0.736,0,582,54,738
172,2,703,173,0.733,677,104,729,243
172,44,936,253,0.682,908,181,964,324
172,6,1191,176,0.641,1166,118,1216,234
172,7,738,104,0.617,712,42,764,166
172,29,414,563,0.562,384,484,444,642
172,17,364,537,0.55,336,461,391,613
172,16,95,169,0.53,73,110,117,228
172,43,468,71,0.477,439,21,497,122
172,25,1793,186,0.473,1768,128,1818,244
172,58,1844,183,0.463,1822,125,1866,240
172,53,477,550,0.45,449,483,506,616
172,23,971,519,0.434,933,441,1008,597
172,57,238,92,0.429,207,30,269,154
172,20,839,69,0.416,818,4,860,134
172,56,1773,306,0.409,1737,236,1809,377
172,18,884,65,0.344,864,1,903,130
172,45,1402,90,0.306,1383,23,1421,156
173,13,568,806,0.883,520,717,615,894
173,9,961,680,0.873,921,590,1001,771
173,47,1281,513,0.853,1243,432,1319,593
173,51,743,614,0.851,701,521,785,706
173,48,233,953,0.85,182,846,283,1059
173,46,1848,570,0.826,1802,473,1895,666
173,5,1090,352,0.82,1058,273,1122,430
173,22,550,640,0.805,516,559,584,720
173,42,1062,487,0.803,1036,415,1087,559
173,31,1579,251,0.791,1548,176,1609,327
173,24,1192,426,0.763,1162,360,1222,493
173,44,933,254,0.757,905,182,962,326
173,23,978,521,0.718,945,443,1011,599
173,2,702,172,0.689,675,102,729,242
173,6,1191,174,0.659,1166,116,1217,233
173,59,27,671,0.635,0,588,55,754
173,16,93,169,0.598,70,109,117,228
173,7,740,102,0.589,713,41,767,162
173,29,417,562,0.583,384,483,450,641
173,17,366,537,0.578,336,462,395,612
173,58,1845,186,0.569,1822,126,1868,247
173,25,1795,189,0.532,1765,128,1824,250
173,53,477,550,0.426,448,483,506,616
173,43,470,70,0.406,442,19,497,121
173,57,236,94,0.398,205,32,266,156
173,20,839,66,0.385,818,3,860,129
173,56,1775,309,0.362,1738,235,1811,383
173,45,1401,90,0.313,1382,23,1420,156
173,18,883,64,0.303,864,1,902,128
174,9,963,680,0.893,922,589,1003,772
174,48,234,955,0.864,183,851,285,1060
174,13,568,816,0.86,521,724,616,908
174,47,1282,509,0.851,1245,429,1319,588
174,51,743,609,0.848,701,520,786,699
174,22,549,642,0.82,514,560,584,724
174,5,1090,351,0.801,1058,271,1122,430
174,42,1061,483,0.78,1036,412,1087,554
174,44,933,255,0.773,904,183,961,326
174,24,1193,427,0.767,1163,363,1222,492
174,46,1850,574,0.764,1803,479,1897,669
174,31,1578,249,0.747,1548,174,1609,324
174,2,703,166,0.702,676,100,729,231
174,23,978,526,0.699,945,446,1011,606
174,6,1191,173,0.676,1166,114,1217,233
174,59,26,674,0.646,0,590,53,759
174,58,1846,186,0.603,1823,127,1869,246
174,7,740,100,0.584,713,41,767,160
174,17,366,537,0.574,337,462,395,613
174,29,416,562,0.562,384,483,447,642
174,16,94,169,0.523,71,110,117,228
174,25,1797,190,0.491,1768,129,1826,251
174,57,236,96,0.468,205,35,268,157
174,20,839,66,0.392,818,3,860,128
174,53,477,549,0.374,448,483,506,616
174,43,471,70,0.346,445,19,498,120
174,45,1402,90,0.346,1383,23,1421,156
174,18,883,64,0.316,864,1,902,127
174,56,1776,311,0.306,1739,235,1813,388
175,9,963,681,0.886,922,592,1003,771
175,13,569,821,0.866,521,728,616,915
175,48,235,958,0.851,186,855,285,1060
175,47,1282,506,0.838,1246,426,1318,587
175,51,742,606,0.836,699,516,785,697
175,5,1089,347,0.819,1058,268,1120,426
175,24,1193,432,0.811,1163,367,1222,498
175,22,549,643,0.801,514,562,584,724
175,42,1061,481,0.79,1036,409,1087,553
175,44,933,255,0.79,905,183,960,326
175,31,1578,247,0.779,1548,172,1608,322
175,2,702,163,0.737,677,99,728,228
175,6,1191,172,0.669,1166,113,1217,232
175,58,1847,188,0.666,1824,128,1869,248
175,23,976,531,0.631,940,449,1011,612
175,25,1797,190,0.595,1767,129,1826,251
175,7,741,101,0.576,714,41,768,161
175,46,1851,577,0.571,1808,484,1895,670
175,17,366,538,0.558,336,462,395,613
175,29,416,562,0.554,384,483,448,642
175,59,30,681,0.522,0,594,59,768
175,43,475,69,0.484,451,18,500,121
175,16,94,169,0.476,71,111,117,228
175,57,234,97,0.455,203,35,265,159
175,20,839,64,0.423,818,2,859,127
175,56,1777,312,0.421,1739,239,1814,386
175,45,1402,90,0.385,1382,23,1421,156
175,18,882,64,0.356,864,1,901,127
